6in4 - 26
luci-app-rclone - 1.4.1-1
luci-app-samba4 - git-21.181.50546-a9b30b2-1
luci-app-socat - git-21.178.65862-1258c4a-3
luci-app-softethervpn - 1.0-3
luci-app-sqm - 1.4.0-9
luci-app-ssr-plus - 184-9
luci-app-syncdial - 2.0-25
luci-app-syncthing - 1.0-2
luci-app-tencentddns - 0.1.0-1
luci-app-timecontrol - 1.0-1-20200402
luci-app-transmission - git-21.175.10795-3d7bad0-1
luci-app-ttyd - 1.0-3
luci-app-turboacc - git-21.181.50546-a9b30b2-4
luci-app-udpxy - git-21.175.10795-3d7bad0-1
luci-app-uhttpd - git-21.175.10795-3d7bad0-1
luci-app-unblockmusic - 2.3.5-17
luci-app-upnp - git-21.175.10795-3d7bad0-1
luci-app-usb-printer - 1.0-2
luci-app-uugamebooster - 1.0-8
luci-app-v2ray-server - 13-1
luci-app-verysync - 1.0-4
luci-app-vlmcsd - 1.0-5
luci-app-vsftpd - 1.0-3
luci-app-webadmin - 2-1
luci-app-wireguard - git-21.175.10795-3d7bad0-1
luci-app-wol - git-21.175.10795-3d7bad0-1
luci-app-wrtbwmon - 1.0-7
luci-app-xlnetacc - 1.0.5-2
luci-app-zerotier - 1.0-20
luci-base - git-23.093.57360-e98243e
luci-compat - git-22.046.85744-f08a0f6
luci-i18n-accesscontrol-zh-cn - 1-11
luci-i18n-adbyby-plus-zh-cn - 2.0-75
luci-i18n-airplay2-zh-cn - 1-10
luci-i18n-amule-zh-cn - git-21.181.50546-a9b30b2-1
luci-i18n-aria2-zh-cn - 1.0.1-3
luci-i18n-arpbind-zh-cn - 1-3
luci-i18n-autoreboot-zh-cn - 1.0-8
luci-i18n-base-zh-cn - git-21.175.10795-3d7bad0-1
luci-i18n-beardropper-zh-cn - 1.1-20200522
luci-i18n-bonding-zh-cn - git-21.181.50546-a9b30b2-1
luci-i18n-cifs-mount-zh-cn - 1-7
luci-i18n-control-timewol-zh-cn - 1.0-3-20190309
luci-i18n-control-webrestriction-zh-cn - 1.0-5-20200107
luci-i18n-control-weburl-zh-cn - 1.0-3-20190309
luci-i18n-ddns-zh-cn - 2.4.9-8
luci-i18n-ddnsto-zh-cn - 1.0.0-1
luci-i18n-filetransfer-zh-cn - 1-2
luci-i18n-firewall-zh-cn - git-21.175.10795-3d7bad0-1
luci-i18n-frpc-zh-cn - 1.4-1
luci-i18n-frps-zh-cn - 0.0.2-3
luci-i18n-hd-idle-zh-cn - git-21.175.10795-3d7bad0-1
luci-i18n-ipsec-vpnd-zh-cn - 1.0-9
luci-i18n-kodexplorer-zh-cn - 13-1
luci-i18n-linkease-zh-cn - 2.1.0-2
luci-i18n-minidlna-zh-cn - git-21.175.10795-3d7bad0-1
luci-i18n-music-remote-center-zh-cn - 1-6
luci-i18n-mwan3-zh-cn - git-21.175.10795-3d7bad0-1
luci-i18n-mwan3helper-zh-cn - 1-3
luci-i18n-netdata-zh-cn - 1.0-3
luci-i18n-nfs-zh-cn - 1.1-1
luci-i18n-nlbwmon-zh-cn - git-23.090.62029-650e6d2
luci-i18n-nps-zh-cn - 1.1-4
luci-i18n-oaf-zh-cn - 5.0-1
luci-i18n-openvpn-server-zh-cn - 2.0-18
luci-i18n-openvpn-zh-cn - git-21.175.10795-3d7bad0-1
luci-i18n-passwall-zh-cn - 4-26
luci-i18n-poweroff-zh-cn - 20200726-1
luci-i18n-pptp-server-zh-cn - 1-7-20210628
luci-i18n-ps3netsrv-zh-cn - 1-2
luci-i18n-qbittorrent-zh-cn - 1.0-21
luci-i18n-ramfree-zh-cn - 1.0-1
luci-i18n-rclone-zh-cn - 1.4.1-1
luci-i18n-samba4-zh-cn - git-21.181.50546-a9b30b2-1
luci-i18n-socat-zh-cn - git-21.178.65862-1258c4a-3
luci-i18n-softethervpn-zh-cn - 1.0-3
luci-i18n-sqm-zh-cn - 1.4.0-9
luci-i18n-ssr-plus-zh-cn - 184-9
luci-i18n-syncthing-zh-cn - 1.0-2
luci-i18n-timecontrol-zh-cn - 1.0-1-20200402
luci-i18n-transmission-zh-cn - git-21.175.10795-3d7bad0-1
luci-i18n-ttyd-zh-cn - 1.0-3
luci-i18n-turboacc-zh-cn - git-21.181.50546-a9b30b2-4
luci-i18n-uhttpd-zh-cn - git-21.175.10795-3d7bad0-1
luci-i18n-unblockmusic-zh-cn - 2.3.5-17
luci-i18n-upnp-zh-cn - git-21.175.10795-3d7bad0-1
luci-i18n-usb-printer-zh-cn - 1.0-2
luci-i18n-uugamebooster-zh-cn - 1.0-8
luci-i18n-v2ray-server-zh-cn - 13-1
luci-i18n-verysync-zh-cn - 1.0-4
luci-i18n-vlmcsd-zh-cn - 1.0-5
luci-i18n-vsftpd-zh-cn - 1.0-3
luci-i18n-webadmin-zh-cn - 2-1
luci-i18n-wireguard-zh-cn - git-21.175.10795-3d7bad0-1
luci-i18n-wol-zh-cn - git-21.175.10795-3d7bad0-1
luci-i18n-wrtbwmon-zh-cn - 1.0-7
luci-i18n-zerotier-zh-cn - 1.0-20
luci-lib-base - git-20.232.39649-1f6dc29
luci-lib-docker - v0.3.4-1
luci-lib-fs - 1.0-1
luci-lib-ip - git-21.175.10795-3d7bad0-1
luci-lib-ipkg - git-18.318.71164-4bbe325
luci-lib-jsonc - git-22.097.61937-bc85ba5
luci-lib-nixio - git-21.175.10795-3d7bad0-1
luci-mod-admin-full - git-21.175.10795-3d7bad0-1
luci-mod-network - git-22.244.54918-77c916e
luci-mod-status - git-22.089.70019-d4f0b06
luci-mod-system - git-23.013.73129-aa7938d
luci-newapi - git-21.175.10795-3d7bad0-1
luci-proto-bonding - git-21.181.50546-a9b30b2-1
luci-proto-ipv6 - git-21.175.10795-3d7bad0-1
luci-proto-ppp - git-21.175.10795-3d7bad0-1
luci-proto-wireguard - git-21.175.10795-3d7bad0-1
luci-theme-argon-j - 1.7.2-20210309
luci-theme-atmaterial-ColorIcon - 1-20200423
luci-theme-bootstrap - git-22.288.45155-afd0012
luci-theme-darkmatter - unknown-1
luci-theme-edge - 2.5-20210107
luci-theme-infinityfreedom - 1.4.20200613-1
luci-theme-netgear - git-21.181.50546-a9b30b2-3
lvm2 - 2.03.12-1
mdadm - 4.1-2
mentohust - 4.0.0-2f9ef2d6df5d95c0faa2e542f1cb77114824e697
microsocks - 1.0.2-2
minidlna - 1.3.0-1
miniupnpd - 2.0.20170421-3
mkf2fs - 1.14.0-1
mount-utils - 2.36.1-2
mtd - 26
mwan3 - 2.8.8-2
mxml - 3.2-1
naiveproxy - 91.0.4472.77-1-1
nano - 5.8-1
netdata - 1.30.1-1
netifd - 2021-06-04-50381d0a-1
nfs-kernel-server - 2.5.2-1
nfs-kernel-server-utils - 2.5.2-1
nfs-utils - 2.5.2-1
nfs-utils-libs - 2.5.2-1
nftables-nojson - 0.9.6-2
nginx - 1.19.6-2
nginx-ssl - 1.19.6-2
nginx-ssl-util - 1.6-1
nginx-util - 1.6-1
nlbwmon - 2020-04-11.1-34a18876-3
node - v14.17.1-1
npc - 0.26.9-1
nspr - 4.30-1
ocserv - 1.1.3-1
odhcp6c - 2021-01-09-53f07e90-18
odhcpd-ipv6only - 2021-06-19-564d25e5-14
oniguruma5 - 6.9.6-1
open-vm-tools - 11.2.5-1
open-vm-tools-fuse - 11.2.5-1
openssh-sftp-client - 8.6p1-1
openssh-sftp-server - 8.6p1-1
openssl-util - 1.1.1k-1
openvpn-easy-rsa - 3.0.8-3
openvpn-openssl - 2.5.3-1
openvswitch - 2.15.0-1
openvswitch-common - 2.15.0-1
openvswitch-libofproto - 2.15.0-1
openvswitch-libopenvswitch - 2.15.0-1
openvswitch-libovsdb - 2.15.0-1
openvswitch-ovsdb - 2.15.0-1
openvswitch-vswitchd - 2.15.0-1
openwrt-keyring - 2021-02-20-49283916-2
opkg - 2021-06-13-1bf042dd-4
p910nd - 0.97-9
parted - 3.4-1
pdnsd-alt - 1.2.9b-par-3
perl - 5.28.1-5
perlbase-base - 5.28.1-5
perlbase-bytes - 5.28.1-5
perlbase-class - 5.28.1-5
perlbase-config - 5.28.1-5
perlbase-cwd - 5.28.1-5
perlbase-errno - 5.28.1-5
perlbase-essential - 5.28.1-5
perlbase-fcntl - 5.28.1-5
perlbase-file - 5.28.1-5
perlbase-filehandle - 5.28.1-5
perlbase-i18n - 5.28.1-5
perlbase-integer - 5.28.1-5
perlbase-io - 5.28.1-5
perlbase-list - 5.28.1-5
perlbase-locale - 5.28.1-5
perlbase-params - 5.28.1-5
perlbase-posix - 5.28.1-5
perlbase-re - 5.28.1-5
perlbase-scalar - 5.28.1-5
perlbase-selectsaver - 5.28.1-5
perlbase-socket - 5.28.1-5
perlbase-symbol - 5.28.1-5
perlbase-tie - 5.28.1-5
perlbase-unicore - 5.28.1-5
perlbase-utf8 - 5.28.1-5
perlbase-xsloader - 5.28.1-5
php7 - 7.4.20-1
php7-cgi - 7.4.20-1
php7-fpm - 7.4.20-1
php7-mod-curl - 7.4.20-1
php7-mod-dom - 7.4.20-1
php7-mod-gd - 7.4.20-1
php7-mod-iconv - 7.4.20-1
php7-mod-json - 7.4.20-1
php7-mod-mbstring - 7.4.20-1
php7-mod-mysqlnd - 7.4.20-1
php7-mod-opcache - 7.4.20-1
php7-mod-pdo - 7.4.20-1
php7-mod-pdo-mysql - 7.4.20-1
php7-mod-pdo-sqlite - 7.4.20-1
php7-mod-session - 7.4.20-1
php7-mod-sqlite3 - 7.4.20-1
php7-mod-zip - 7.4.20-1
ppp - 2.4.8.git-2020-09-04-6
ppp-mod-pppoe - 2.4.8.git-2020-09-04-6
pptpd - 1.4.0-5
procd - 2021-05-05-021ece84-6
proto-bonding - 2021-04-09-1
ps3netsrv - 20190630-1
px5g-standalone - 9
python-pip-conf - 0.1-1
python3 - 3.9.5-2
python3-asyncio - 3.9.5-2
python3-base - 3.9.5-2
python3-bcrypt - 3.1.7-4
python3-cffi - 1.14.5-1
python3-cgi - 3.9.5-2
python3-cgitb - 3.9.5-2
python3-codecs - 3.9.5-2
python3-ctypes - 3.9.5-2
python3-dbm - 3.9.5-2
python3-decimal - 3.9.5-2
python3-distutils - 3.9.5-2
python3-email - 3.9.5-2
python3-gdbm - 3.9.5-2
python3-light - 3.9.5-2
python3-logging - 3.9.5-2
python3-lzma - 3.9.5-2
python3-multiprocessing - 3.9.5-2
python3-ncurses - 3.9.5-2
python3-openssl - 3.9.5-2
python3-pip - 22.0.4-1
python3-pkg-resources - 56.0.0-1
python3-ply - 3.11-2
python3-pycparser - 2.20-5
python3-pydoc - 3.9.5-2
python3-readline - 3.9.5-2
python3-setuptools - 58.1.0-1
python3-six - 1.16.0-1
python3-speedtest-cli - 2.1.3-1
python3-sqlite3 - 3.9.5-2
python3-texttable - 1.6.3-1
python3-unittest - 3.9.5-2
python3-urllib - 3.9.5-2
python3-xml - 3.9.5-2
python3-yaml - 5.3.1-2
qBittorrent-static - 4.3.6_v1.2.14-1
qemu-ga - 5.0.0-5
r8169-firmware - 20210511-1
rclone - 1.53.0-1
rclone-ng - 0.5.0-1
rclone-webui-react - 0.1.0-1
redsocks2 - 0.67-4
resize2fs - 1.47.0-1
resolveip - 2
rpcbind - 1.2.5-4
rpcd - 2022-02-19-8d26a1ba-1
rpcd-mod-file - 2022-02-19-8d26a1ba-1
rpcd-mod-iwinfo - 2022-02-19-8d26a1ba-1
rpcd-mod-luci - 20210614
rpcd-mod-rrdns - 20170710
rt2800-usb-firmware - 20210511-1
rt61-pci-firmware - 20210511-1
rt73-usb-firmware - 20210511-1
rtl8188eu-firmware - 20210511-1
rtl8192ce-firmware - 20210511-1
rtl8192cu-firmware - 20210511-1
rtl8192de-firmware - 20210511-1
rtl8192eu-firmware - 20210511-1
rtl8192se-firmware - 20210511-1
rtl8192su-firmware - 20210511-1
rtl8723au-firmware - 20210511-1
rtl8723bs-firmware - 20210511-1
rtl8723bu-firmware - 20210511-1
rtl8821ae-firmware - 20210511-1
rtl8822be-firmware - 20210511-1
rtl8822ce-firmware - 20210511-1
ruby - 3.0.5-1
ruby-bigdecimal - 3.0.1-1
ruby-date - 3.0.1-1
ruby-dbm - 3.0.1-1
ruby-digest - 3.0.1-1
ruby-enc - 3.0.1-1
ruby-forwardable - 3.0.1-1
ruby-pstore - 3.0.1-1
ruby-psych - 3.0.1-1
ruby-stringio - 3.0.1-1
ruby-strscan - 3.0.1-1
ruby-yaml - 3.0.5-1
samba4-client - 4.13.9-1
samba4-libs - 4.13.9-1
samba4-server - 4.13.9-1
samba4-utils - 4.13.9-1
screen - 4.8.0-2
shadowsocks-libev-config - 3.3.5-1
shadowsocks-libev-ss-local - 3.3.5-1
shadowsocks-libev-ss-redir - 3.3.5-1
shadowsocks-libev-ss-server - 3.3.5-1
shadowsocks-rust-sslocal - 1.11.1-1
shadowsocks-rust-ssserver - 1.11.1-1
shadowsocksr-libev-ssr-check - 2.5.6-9
shadowsocksr-libev-ssr-local - 2.5.6-9
shadowsocksr-libev-ssr-redir - 2.5.6-9
shadowsocksr-libev-ssr-server - 2.5.6-9
shairport-sync-openssl - 3.3.8-1
shellsync - 0.2-2
simple-obfs-client - 0.0.5-3
smartmontools - 7.2-2
snmp-utils - 5.9-1
snmpd - 5.9-1
socat - 1.7.3.4-2
softethervpn5-bridge - 5.01.9674-1
softethervpn5-client - 5.01.9674-1
softethervpn5-libs - 5.01.9674-1
softethervpn5-server - 5.01.9674-1
sqlite3-cli - 3330000-2
sqm-scripts - 1.5.0-2
strongswan - 5.9.2-11
strongswan-charon - 5.9.2-11
strongswan-ipsec - 5.9.2-11
strongswan-minimal - 5.9.2-11
strongswan-mod-aes - 5.9.2-11
strongswan-mod-gmp - 5.9.2-11
strongswan-mod-hmac - 5.9.2-11
strongswan-mod-kernel-libipsec - 5.9.2-11
strongswan-mod-kernel-netlink - 5.9.2-11
strongswan-mod-nonce - 5.9.2-11
strongswan-mod-pubkey - 5.9.2-11
strongswan-mod-random - 5.9.2-11
strongswan-mod-sha1 - 5.9.2-11
strongswan-mod-socket-default - 5.9.2-11
strongswan-mod-stroke - 5.9.2-11
strongswan-mod-updown - 5.9.2-11
strongswan-mod-x509 - 5.9.2-11
strongswan-mod-xauth-generic - 5.9.2-11
strongswan-mod-xcbc - 5.9.2-11
syncthing - 1.17.0-1
sysfsutils - 2.1.0-3
tc-full - 5.11.0-4
tc-mod-iptables - 5.11.0-4
tcping - 0.3-1
terminfo - 6.2-2
transmission-daemon-openssl - 2.94-8
transmission-web-control - 2020-09-13-c26a0761-1
tree - 1.8.0-1
trojan - 1.16.0-2
trojan-go - 0.10.4-1
trojan-plus - 10.0.3-2
ttyd - 1.6.3-2
ubox - 2020-10-25-9ef88681-2
ubus - 2021-06-03-a8cf6782-2
ubusd - 2021-06-03-a8cf6782-2
uci - 2021-04-14-4b3db117-5
uclibcxx - 0.2.5-3
uclient-fetch - 2021-05-14-6a6011df-1
udpxy - 1.0-25.1-1
uhttpd - 2021-03-21-15346de8-2
uhttpd-mod-ubus - 2021-03-21-15346de8-1
UnblockNeteaseMusic - 0.26.0-2021-06-22-a3abdc19-2
UnblockNeteaseMusicGo - 0.2.11-1
unzip - 6.0-8
urandom-seed - 3
urngd - 2020-01-21-c7f7b6b6-2
usb-modeswitch - 2017-12-19-f40f84c2-2
usbids - 0.347-1
usbutils - 013-2
usign - 2020-05-23-f1f65026-1
uugamebooster - v2.10.0-8
uuidgen - 2.36.1-2
v2ray-plugin - 4.41.0-1
verysync - v2.8.2-1
vim - 8.2-4
virtio-console-helper - 5.0.0-5
vlmcsd - svn1113-3
vsftpd-alt - 3.0.3-7
webui-aria2 - 2018-12-09-fb9d758d-1
wget-ssl - 1.21.1-3
wireguard-tools - 1.0.20210223-2
wireless-regdb - 2021.04.21-1
wol - 0.7.1-3
wsdd2 - 2020-11-19-e0cf50d5-1
xray-core - 1.4.2-1
xray-geodata - 1.4.2-1
xray-plugin - 1.4.2-1
yq - 4.33.2-1
zerotier - 1.6.5-1
zlib - 1.2.11-3
zoneinfo-asia - 2021a-1
zoneinfo-core - 2021a-1
